Disease1	Disease2	weight	comorbid	colors	pathway
Trachoma	Hepatitis B	0.471653305371823	no	#4A74A9	Autophagy
Trachoma	Thyroid cancer	0.445022379719463	no	#4A74A9	Autophagy
Trachoma	Ulcerative colitis	0.410125406699812	no	#4A74A9	Autophagy
Trachoma	Irritable bowel syndrome	0.518982545323677	no	#4A74A9	Autophagy
Dengue fever	Bladder cancer	0.408741042517317	no	#4A74A9	Autophagy
Dengue fever	Myeloid leukemia	0.416800342904318	no	#4A74A9	Autophagy
Dengue fever	Choroideremia	0.511365641194996	no	#4A74A9	Autophagy
Dengue fever	Crohn's disease	0.415836242348749	no	#4A74A9	Autophagy
Dengue fever	Dermatomyositis	0.490108514816837	no	#4A74A9	Autophagy
Dengue fever	Septic Shock	0.40084205838869	no	#4A74A9	Autophagy
Dengue fever	Chronic lung allograft dysfunction	-0.463159688020616	no	#B64539	Autophagy
Hepatitis C	Primary myelofibrosis	-0.508260210839954	no	#B64539	Autophagy
Hepatitis C	Cerebral infarction	-0.441169095959039	no	#B64539	Autophagy
Hepatitis C	Other specified congenital malformation syndromes affecting multiple systems	-0.471714237590321	no	#B64539	Autophagy
Hepatitis C	Klinefelter's syndrome	-0.40598832044712	no	#B64539	Autophagy
Hepatitis B	Aspergillus colonization of lung allograft	0.479060266753328	no	#4A74A9	Autophagy
Hepatitis B	Sarcoidosis	0.419139495290183	no	#4A74A9	Autophagy
Hepatitis B	Axial Spondyloarthropathy	0.418959605469485	no	#4A74A9	Autophagy
Aspergillus colonization of lung allograft	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.4926050058498	no	#4A74A9	Autophagy
Aspergillus colonization of lung allograft	Huntington's disease	-0.467780972317325	no	#B64539	Autophagy
Aspergillus colonization of lung allograft	Multiple sclerosis	-0.444439546959519	no	#B64539	Autophagy
Aspergillus colonization of lung allograft	Atrial fibrillation	-0.54466747118327	no	#B64539	Autophagy
Aspergillus colonization of lung allograft	Asthma	-0.515956118961207	no	#B64539	Autophagy
Oral cavity cancer	Thyroid cancer	0.555197608528702	no	#4A74A9	Autophagy
Oral cavity cancer	Aphthous stomatitis	0.41886979999145	no	#4A74A9	Autophagy
Oral cavity cancer	Oral dysplasia	0.69693182323001	no	#4A74A9	Autophagy
Oral cavity cancer	Crohn's disease	0.404222368800593	no	#4A74A9	Autophagy
Esophageal cancer	Colon cancer	0.423971111377296	no	#4A74A9	Autophagy
Esophageal cancer	Lung cancer	0.564026201165959	no	#4A74A9	Autophagy
Esophageal cancer	Crohn's disease	0.405838989104999	no	#4A74A9	Autophagy
Esophageal cancer	Psoriasis	0.437233319945004	no	#4A74A9	Autophagy
Gastric cancer	Colon cancer	0.463333893796086	no	#4A74A9	Autophagy
Gastric cancer	Pancreatic cancer	0.393266813293922	no	#4A74A9	Autophagy
Gastric cancer	Sarcoidosis	-0.390187137666667	no	#B64539	Autophagy
Colon cancer	Polycythemia vera	-0.403556253816119	no	#B64539	Autophagy
Colon cancer	Sarcoidosis	-0.388891522016489	no	#B64539	Autophagy
Colon cancer	Axial Spondyloarthropathy	-0.414919275066301	no	#B64539	Autophagy
Liver cancer	Lung cancer	0.476487903515022	no	#4A74A9	Autophagy
Liver cancer	Adrenal cancer	0.383336085410159	no	#4A74A9	Autophagy
Liver cancer	Alcoholic liver disease	0.440639520052275	yes	#4A74A9	Autophagy
Pancreatic cancer	Crohn's disease	0.395685046779631	no	#4A74A9	Autophagy
Lung cancer	Mesothelioma	0.475151627703211	yes	#4A74A9	Autophagy
Lung cancer	T-cell lymphoma	-0.403175373418949	no	#B64539	Autophagy
Lung cancer	Myeloid leukemia	0.403658219674174	no	#4A74A9	Autophagy
Lung cancer	Cardiomyopathy	-0.491134470667885	no	#B64539	Autophagy
Lung cancer	Crohn's disease	0.511320705643475	no	#4A74A9	Autophagy
Lung cancer	Seborrheic keratosis	-0.47871342298058	no	#B64539	Autophagy
Lung cancer	Chronic lung allograft dysfunction	-0.441851568903771	no	#B64539	Autophagy
Mesothelioma	Adrenal cancer	0.404155763391345	no	#4A74A9	Autophagy
Rhabdoid cancer	Brain cancer	0.809211448178459	no	#4A74A9	Autophagy
Rhabdoid cancer	Parkinson's disease	0.439401086569745	no	#4A74A9	Autophagy
Prostate cancer	Myeloid leukemia	-0.413924900844162	no	#B64539	Autophagy
Prostate cancer	Type 2 diabetes mellitus	0.387533376558383	no	#4A74A9	Autophagy
Prostate cancer	Schizophrenia	0.405946966377536	no	#4A74A9	Autophagy
Prostate cancer	Seborrheic keratosis	0.495787550017972	no	#4A74A9	Autophagy
Prostate cancer	Chronic lung allograft dysfunction	0.417675818583681	no	#4A74A9	Autophagy
Bladder cancer	Job's syndrome	0.415716130597434	no	#4A74A9	Autophagy
Bladder cancer	Autism	-0.373058242319016	no	#B64539	Autophagy
Bladder cancer	Septic Shock	0.449642113180678	no	#4A74A9	Autophagy
Brain cancer	Schizophrenia	0.386611849540745	no	#4A74A9	Autophagy
Brain cancer	Parkinson's disease	0.43184108691218	no	#4A74A9	Autophagy
Brain cancer	Alzheimer's disease	0.568026174623408	no	#4A74A9	Autophagy
Thyroid cancer	Smoker	0.413227753769055	no	#4A74A9	Autophagy
Thyroid cancer	Oral dysplasia	0.519300644353769	no	#4A74A9	Autophagy
