Disease1	Disease2	weight	comorbid	colors	pathway
Trachoma	Irritable bowel syndrome	0.422291204679414	no	#4A74A9	Autophagy
Trachoma	Endometriosis	0.271666301327521	no	#4A74A9	Autophagy
Trachoma	Turner's syndrome	0.48214579146932	no	#4A74A9	Autophagy
Dengue fever	Crohn's disease	0.275730593749337	no	#4A74A9	Autophagy
Dengue fever	Septic Shock	0.588400715273153	no	#4A74A9	Autophagy
Hepatitis C	Type 1 diabetes mellitus	-0.0500637588265047	no	#B64539	Autophagy
Hepatitis C	Huntington's disease	-0.0500047238345451	no	#B64539	Autophagy
Hepatitis C	Systemic lupus erythematosus	-0.243095843982248	no	#B64539	Autophagy
Aspergillus colonization of lung allograft	Liver cancer	-0.301004472508775	no	#B64539	Autophagy
Nasopharingeal cancer	Uremia	-0.403605080910388	no	#B64539	Autophagy
Oral cavity cancer	Melanoma	0.505388838009968	no	#4A74A9	Autophagy
Oral cavity cancer	Thyroid cancer	0.472173101185677	no	#4A74A9	Autophagy
Oral cavity cancer	Oral dysplasia	0.737279702639632	no	#4A74A9	Autophagy
Gastric cancer	Colon cancer	0.511795379141236	no	#4A74A9	Autophagy
Gastric cancer	Pancreatic cancer	0.57829980429234	no	#4A74A9	Autophagy
Colon cancer	Ulcerative colitis	0.460484441692992	no	#4A74A9	Autophagy
Colon cancer	Irritable bowel syndrome	0.593816554635966	no	#4A74A9	Autophagy
Liver cancer	Lung cancer	0.645015704308536	no	#4A74A9	Autophagy
Liver cancer	Breast cancer	0.514346065893744	no	#4A74A9	Autophagy
Pancreatic cancer	Thyroid cancer	0.279186126638499	no	#4A74A9	Autophagy
Lung cancer	Mesothelioma	0.830318278066589	yes	#4A74A9	Autophagy
Lung cancer	Breast cancer	0.851737468758841	no	#4A74A9	Autophagy
Lung cancer	Ovary cancer	0.955528271148566	no	#4A74A9	Autophagy
Lung cancer	Lymphoid leukemia	0.754962337928994	no	#4A74A9	Autophagy
Mesothelioma	Uremia	0.371909365766115	no	#4A74A9	Autophagy
Breast cancer	Ovary cancer	0.777483281830217	no	#4A74A9	Autophagy
Breast cancer	Chronic Obstructive Pulmonary Disease	-0.0695308837447602	no	#B64539	Autophagy
Cervix cancer	Myeloid leukemia	0.426923474598954	no	#4A74A9	Autophagy
Cervix cancer	Acute myocardial infarction	-0.201757876927612	no	#B64539	Autophagy
Cervix cancer	Systemic lupus erythematosus	-0.35256390477678	no	#B64539	Autophagy
Cervix cancer	Endometriosis	-0.220689091922844	no	#B64539	Autophagy
Kidney cancer	Sickle-cell anemia	-0.286668793785606	no	#B64539	Autophagy
Brain cancer	Schizophrenia	0.226462689652998	no	#4A74A9	Autophagy
Brain cancer	Alzheimer's disease	0.636582541208921	no	#4A74A9	Autophagy
Thyroid cancer	Adrenal cancer	0.344469855638149	no	#4A74A9	Autophagy
Thyroid cancer	Atopic dermatitis	0.386712870399695	no	#4A74A9	Autophagy
Thyroid cancer	Axial Spondyloarthropathy	0.172669414738011	no	#4A74A9	Autophagy
Thyroid cancer	Myositis	0.333295169655876	no	#4A74A9	Autophagy
Adrenal cancer	Cerebral infarction	0.128763885080973	no	#4A74A9	Autophagy
Lymphoid leukemia	Type 1 diabetes mellitus	-0.178575504460963	no	#B64539	Autophagy
Myeloid leukemia	Turner's syndrome	-0.295474706771189	no	#B64539	Autophagy
Polycythemia vera	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.700056189129033	yes	#4A74A9	Autophagy
Polycythemia vera	Primary myelofibrosis	0.628688228911004	yes	#4A74A9	Autophagy
Polycythemia vera	Asthma	-0.19349800029994	no	#B64539	Autophagy
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	Primary myelofibrosis	0.593823979797858	yes	#4A74A9	Autophagy
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	Aphthous stomatitis	0.104876694534787	no	#4A74A9	Autophagy
Job's syndrome	Septic Shock	1	no	#4A74A9	Autophagy
Type 2 diabetes mellitus	Endometriosis	-0.113910036181334	no	#B64539	Autophagy
PCOS	Turner's syndrome	0.199001423899494	no	#4A74A9	Autophagy
Smoker	Endometriosis	0.246729647814551	no	#4A74A9	Autophagy
Schizophrenia	Alzheimer's disease	0.298161963337622	no	#4A74A9	Autophagy
Bipolar disorder	Alzheimer's disease	0.172514181586559	no	#4A74A9	Autophagy
Bipolar disorder	Turner's syndrome	0.210562809150331	no	#4A74A9	Autophagy
Major depression	Turner's syndrome	0.109808574345666	no	#4A74A9	Autophagy
Acute myocardial infarction	Systemic lupus erythematosus	0.289818804732634	no	#4A74A9	Autophagy
Acute myocardial infarction	Uremia	0.162441613861699	yes	#4A74A9	Autophagy
Acute myocardial infarction	Endometriosis	0.112107302759046	no	#4A74A9	Autophagy
Cardiomyopathy	Systemic lupus erythematosus	-0.371630610184527	no	#B64539	Autophagy
Chronic Obstructive Pulmonary Disease	Septic Shock	0.104999874125928	no	#4A74A9	Autophagy
Asthma	Endometriosis	-0.236412048535271	no	#B64539	Autophagy
Asthma	Turner's syndrome	-0.413477247657215	no	#B64539	Autophagy
Other interstitial pulmonary diseases	Turner's syndrome	0.264740395959744	no	#4A74A9	Autophagy
Aphthous stomatitis	Cystitis	0.214534727692791	no	#4A74A9	Autophagy
Crohn's disease	Psoriasis	0.274109218643181	yes	#4A74A9	Autophagy
Ulcerative colitis	Irritable bowel syndrome	0.931968797444355	yes	#4A74A9	Autophagy
Ulcerative colitis	Psoriasis	0.524046088574035	no	#4A74A9	Autophagy
Ulcerative colitis	Cystitis	0.417828354925167	no	#4A74A9	Autophagy
Irritable bowel syndrome	Cystitis	0.586381088352378	no	#4A74A9	Autophagy
Atopic dermatitis	Cystitis	0.428862338518359	no	#4A74A9	Autophagy
Psoriasis	Osteoarthritis	0.34224288221149	no	#4A74A9	Autophagy
Systemic lupus erythematosus	Uremia	0.381983483275091	yes	#4A74A9	Autophagy
Systemic lupus erythematosus	Septic Shock	0.43421479915398	no	#4A74A9	Autophagy
Other systemic involvement of connective tissue	Uremia	-0.105965940883493	no	#B64539	Autophagy
Other systemic involvement of connective tissue	Endometriosis	-0.101605685803196	no	#B64539	Autophagy
Myositis	Cystitis	0.425665016382783	no	#4A74A9	Autophagy
Uremia	Endometriosis	0.355529392468458	no	#4A74A9	Autophagy
Endometriosis	Turner's syndrome	0.326937483334696	no	#4A74A9	Autophagy
Trachoma	Dengue fever	0.221873909897195	no	#4A74A9	Cell Cycle
Trachoma	Hepatitis C	-0.0571702227945163	no	#B64539	Cell Cycle
Trachoma	Oral cavity cancer	0.164029940941673	no	#4A74A9	Cell Cycle
Trachoma	Gastric cancer	0.103420394045114	no	#4A74A9	Cell Cycle
Trachoma	Colon cancer	0.0916815204703172	no	#4A74A9	Cell Cycle
