Disease1	Disease2	weight	comorbid	colors	pathway
Trachoma	Hepatitis B	0.501880758930307	no	#4A74A9	Autophagy
Trachoma	Thyroid cancer	0.45622825598673	no	#4A74A9	Autophagy
Trachoma	Irritable bowel syndrome	0.638688812068413	no	#4A74A9	Autophagy
Trachoma	Klinefelter's syndrome	0.514842508716447	no	#4A74A9	Autophagy
Dengue fever	Septic Shock	0.472150161629064	no	#4A74A9	Autophagy
Hepatitis B	Aspergillus colonization of lung allograft	0.678943042582483	no	#4A74A9	Autophagy
Oral cavity cancer	Thyroid cancer	0.566807682261839	no	#4A74A9	Autophagy
Oral cavity cancer	Oral dysplasia	0.734354758190563	no	#4A74A9	Autophagy
Oral cavity cancer	Crohn's disease	0.529285923336421	no	#4A74A9	Autophagy
Esophageal cancer	Colon cancer	0.441178720652856	no	#4A74A9	Autophagy
Esophageal cancer	Lung cancer	0.567551543179815	no	#4A74A9	Autophagy
Esophageal cancer	Psoriasis	0.453975870793783	no	#4A74A9	Autophagy
Gastric cancer	Colon cancer	0.484345961535826	no	#4A74A9	Autophagy
Gastric cancer	Sarcoidosis	-0.573180032975009	no	#B64539	Autophagy
Colon cancer	Sarcoidosis	-0.508544779599006	no	#B64539	Autophagy
Colon cancer	Axial Spondyloarthropathy	-0.557841850748138	no	#B64539	Autophagy
Liver cancer	Lung cancer	0.478207301019748	no	#4A74A9	Autophagy
Liver cancer	Adrenal cancer	0.41756995262092	no	#4A74A9	Autophagy
Liver cancer	Alcoholic liver disease	0.431986756890464	yes	#4A74A9	Autophagy
Pancreatic cancer	Crohn's disease	0.487039054917017	no	#4A74A9	Autophagy
Lung cancer	Mesothelioma	0.475125797117206	yes	#4A74A9	Autophagy
Lung cancer	T-cell lymphoma	-0.403554321790541	no	#B64539	Autophagy
Lung cancer	Myeloid leukemia	0.406552192325048	no	#4A74A9	Autophagy
Lung cancer	Cardiomyopathy	-0.497240638354764	no	#B64539	Autophagy
Lung cancer	Crohn's disease	0.521640862368068	no	#4A74A9	Autophagy
Lung cancer	Seborrheic keratosis	-0.505700710787747	no	#B64539	Autophagy
Lung cancer	Chronic lung allograft dysfunction	-0.453464093768814	no	#B64539	Autophagy
Rhabdoid cancer	Brain cancer	0.812851116184114	no	#4A74A9	Autophagy
Rhabdoid cancer	Parkinson's disease	0.507302632909806	no	#4A74A9	Autophagy
Bladder cancer	Job's syndrome	0.478961574983739	no	#4A74A9	Autophagy
Brain cancer	Parkinson's disease	0.451029786728076	no	#4A74A9	Autophagy
Brain cancer	Alzheimer's disease	0.57122450547533	no	#4A74A9	Autophagy
Thyroid cancer	Oral dysplasia	0.550148958239463	no	#4A74A9	Autophagy
Thyroid cancer	Alcoholic liver disease	0.449781478508349	no	#4A74A9	Autophagy
Thyroid cancer	Acne	0.460579674726593	no	#4A74A9	Autophagy
T-cell lymphoma	Myelodysplastic syndromes	0.543234068090456	no	#4A74A9	Autophagy
T-cell lymphoma	Schizophrenia	0.62007062032665	no	#4A74A9	Autophagy
T-cell lymphoma	Alzheimer's disease	0.478895461778993	no	#4A74A9	Autophagy
Myeloid leukemia	Cerebral infarction	-0.660852754129	no	#B64539	Autophagy
JMML	Job's syndrome	-0.6121711621592	no	#B64539	Autophagy
Polycythemia vera	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.88736349013268	yes	#4A74A9	Autophagy
Polycythemia vera	Primary myelofibrosis	0.938912691935251	yes	#4A74A9	Autophagy
Polycythemia vera	Job's syndrome	0.473771832409533	no	#4A74A9	Autophagy
Polycythemia vera	Axial Spondyloarthropathy	0.725677981495347	no	#4A74A9	Autophagy
Myelodysplastic syndromes	Cerebral infarction	-0.593780686542206	no	#B64539	Autophagy
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	Primary myelofibrosis	0.86419694303663	yes	#4A74A9	Autophagy
Primary myelofibrosis	Uremia	0.655366614971036	no	#4A74A9	Autophagy
Job's syndrome	Autism	-0.553181450110016	no	#B64539	Autophagy
Job's syndrome	Acute myocardial infarction	0.494879509729465	no	#4A74A9	Autophagy
Job's syndrome	Axial Spondyloarthropathy	0.528426059621944	no	#4A74A9	Autophagy
Job's syndrome	Septic Shock	0.570639050496541	no	#4A74A9	Autophagy
Schizophrenia	Bipolar disorder	0.875306056954105	yes	#4A74A9	Autophagy
Schizophrenia	Alzheimer's disease	0.770707292604912	no	#4A74A9	Autophagy
Schizophrenia	Other specified congenital malformation syndromes affecting multiple systems	0.868035133100749	no	#4A74A9	Autophagy
Autism	Septic Shock	-0.5317888089738	no	#B64539	Autophagy
Parkinson's disease	Alzheimer's disease	0.720345451464523	no	#4A74A9	Autophagy
Acute myocardial infarction	Septic Shock	0.762241006641166	no	#4A74A9	Autophagy
Cardiomyopathy	Crohn's disease	-0.826574134372596	no	#B64539	Autophagy
Cardiomyopathy	Chronic lung allograft dysfunction	0.791647268374317	yes	#4A74A9	Autophagy
Crohn's disease	Psoriasis	0.479069746521945	no	#4A74A9	Autophagy
Ulcerative colitis	Psoriasis	0.477260705295569	no	#4A74A9	Autophagy
Psoriasis	Acne	0.588354388790954	no	#4A74A9	Autophagy
Psoriasis	Rosacea	0.50719999124578	yes	#4A74A9	Autophagy
Acne	Seborrheic keratosis	-0.555812658184056	no	#B64539	Autophagy
Axial Spondyloarthropathy	Septic Shock	0.648564126759619	no	#4A74A9	Autophagy
Trachoma	Dengue fever	0.319730843635221	no	#4A74A9	Cell Cycle
Trachoma	Hepatitis B	0.472562066700621	no	#4A74A9	Cell Cycle
Trachoma	Aspergillus colonization of lung allograft	0.449415483936246	no	#4A74A9	Cell Cycle
Trachoma	Nasopharingeal cancer	0.297760658152468	no	#4A74A9	Cell Cycle
Trachoma	Oral cavity cancer	0.426507427028502	no	#4A74A9	Cell Cycle
Trachoma	Esophageal cancer	0.480636907329073	no	#4A74A9	Cell Cycle
Trachoma	Gastric cancer	0.305680193803802	no	#4A74A9	Cell Cycle
Trachoma	Colon cancer	0.224917158546186	no	#4A74A9	Cell Cycle
Trachoma	Liver cancer	0.317553578675864	no	#4A74A9	Cell Cycle
Trachoma	Pancreatic cancer	0.290625219341793	no	#4A74A9	Cell Cycle
Trachoma	Lung cancer	0.374972756052377	no	#4A74A9	Cell Cycle
Trachoma	Mesothelioma	0.428224017480748	no	#4A74A9	Cell Cycle
Trachoma	Rhabdoid cancer	0.260518884459634	no	#4A74A9	Cell Cycle
Trachoma	Kidney cancer	0.324535275223026	no	#4A74A9	Cell Cycle
Trachoma	Bladder cancer	0.517473950797474	no	#4A74A9	Cell Cycle
Trachoma	Thyroid cancer	0.596700503360617	no	#4A74A9	Cell Cycle
Trachoma	Adrenal cancer	0.392234685229857	no	#4A74A9	Cell Cycle
Trachoma	T-cell lymphoma	0.304434750702463	no	#4A74A9	Cell Cycle
Trachoma	Sarcoidosis	0.274630208006642	no	#4A74A9	Cell Cycle
Trachoma	Multiple sclerosis	-0.279229407552566	no	#B64539	Cell Cycle
Trachoma	Atrial fibrillation	-0.301659165733341	no	#B64539	Cell Cycle
Trachoma	Aphthous stomatitis	0.345691808996782	no	#4A74A9	Cell Cycle
Trachoma	Oral dysplasia	0.317592091347657	no	#4A74A9	Cell Cycle
Trachoma	Crohn's disease	0.418008533824869	no	#4A74A9	Cell Cycle
Trachoma	Irritable bowel syndrome	0.4243527256765	no	#4A74A9	Cell Cycle
Trachoma	Alcoholic liver disease	0.248988923762835	no	#4A74A9	Cell Cycle
Trachoma	Psoriasis	0.427421058407434	no	#4A74A9	Cell Cycle
Trachoma	Acne	0.454438698084241	no	#4A74A9	Cell Cycle
Trachoma	Rosacea	0.52326391213635	no	#4A74A9	Cell Cycle
Trachoma	Seborrheic keratosis	-0.278494824266433	no	#B64539	Cell Cycle
Trachoma	IgA nephropathy	0.280488470218927	no	#4A74A9	Cell Cycle
Trachoma	Klinefelter's syndrome	0.443502017999988	no	#4A74A9	Cell Cycle
Trachoma	Septic Shock	0.337025263153465	no	#4A74A9	Cell Cycle
Dengue fever	Hepatitis B	0.410286691534854	no	#4A74A9	Cell Cycle
Dengue fever	Nasopharingeal cancer	0.58131224016578	no	#4A74A9	Cell Cycle
Dengue fever	Oral cavity cancer	0.433663448968536	no	#4A74A9	Cell Cycle
Dengue fever	Esophageal cancer	0.656017486467647	no	#4A74A9	Cell Cycle
Dengue fever	Gastric cancer	0.449587133643457	no	#4A74A9	Cell Cycle
Dengue fever	Colon cancer	0.44297138830042	no	#4A74A9	Cell Cycle
Dengue fever	Liver cancer	0.535275047314688	no	#4A74A9	Cell Cycle
Dengue fever	Pancreatic cancer	0.3761173701702	no	#4A74A9	Cell Cycle
Dengue fever	Lung cancer	0.663881683275775	no	#4A74A9	Cell Cycle
Dengue fever	Mesothelioma	0.43050576480627	no	#4A74A9	Cell Cycle
Dengue fever	Rhabdoid cancer	0.470895139566242	no	#4A74A9	Cell Cycle
Dengue fever	Kidney cancer	0.328629486309785	no	#4A74A9	Cell Cycle
Dengue fever	Bladder cancer	0.605164504617205	no	#4A74A9	Cell Cycle
Dengue fever	Brain cancer	0.362077697595759	no	#4A74A9	Cell Cycle
Dengue fever	Thyroid cancer	0.608557437248319	no	#4A74A9	Cell Cycle
Dengue fever	Adrenal cancer	0.541000239645249	no	#4A74A9	Cell Cycle
Dengue fever	T-cell lymphoma	0.631819776814321	no	#4A74A9	Cell Cycle
Dengue fever	Polycythemia vera	0.350823041755151	no	#4A74A9	Cell Cycle
Dengue fever	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.459497264000063	no	#4A74A9	Cell Cycle
Dengue fever	Primary myelofibrosis	0.522633765093665	no	#4A74A9	Cell Cycle
Dengue fever	Tibial muscular dystrophy	0.299822307551151	no	#4A74A9	Cell Cycle
Dengue fever	Choroideremia	0.558790411815032	no	#4A74A9	Cell Cycle
Dengue fever	Chronic Obstructive Pulmonary Disease	0.485605244352929	no	#4A74A9	Cell Cycle
Dengue fever	Alcoholic liver disease	0.427023234918292	no	#4A74A9	Cell Cycle
Dengue fever	Psoriasis	0.625269584464014	no	#4A74A9	Cell Cycle
Dengue fever	Acne	0.497813066922985	no	#4A74A9	Cell Cycle
Dengue fever	Rosacea	0.597534143814635	no	#4A74A9	Cell Cycle
Dengue fever	Dermatomyositis	0.494360483842023	no	#4A74A9	Cell Cycle
Dengue fever	Klinefelter's syndrome	0.543652137510682	no	#4A74A9	Cell Cycle
Dengue fever	Septic Shock	0.469138191828217	no	#4A74A9	Cell Cycle
Hepatitis C	Aspergillus colonization of lung allograft	-0.618253535408445	no	#B64539	Cell Cycle
Hepatitis C	Myeloma	-0.702113716954586	no	#B64539	Cell Cycle
Hepatitis C	Alzheimer's disease	0.282475245987121	no	#4A74A9	Cell Cycle
Hepatitis C	Seborrheic keratosis	0.692297454892187	no	#4A74A9	Cell Cycle
Hepatitis B	Aspergillus colonization of lung allograft	0.471046327774306	no	#4A74A9	Cell Cycle
Hepatitis B	Nasopharingeal cancer	0.356866760873454	no	#4A74A9	Cell Cycle
Hepatitis B	Oral cavity cancer	0.356558273735479	no	#4A74A9	Cell Cycle
Hepatitis B	Esophageal cancer	0.416157182777872	no	#4A74A9	Cell Cycle
Hepatitis B	Gastric cancer	0.327763427384811	no	#4A74A9	Cell Cycle
Hepatitis B	Colon cancer	0.228141303786103	no	#4A74A9	Cell Cycle
Hepatitis B	Liver cancer	0.388393101939691	no	#4A74A9	Cell Cycle
Hepatitis B	Pancreatic cancer	0.334301059632291	no	#4A74A9	Cell Cycle
Hepatitis B	Lung cancer	0.392991505800997	no	#4A74A9	Cell Cycle
Hepatitis B	Mesothelioma	0.301160632706352	no	#4A74A9	Cell Cycle
Hepatitis B	Rhabdoid cancer	0.331467940058162	no	#4A74A9	Cell Cycle
Hepatitis B	Kidney cancer	0.320622285871907	no	#4A74A9	Cell Cycle
Hepatitis B	Bladder cancer	0.440182167160272	no	#4A74A9	Cell Cycle
Hepatitis B	Brain cancer	0.239171799710229	no	#4A74A9	Cell Cycle
Hepatitis B	Thyroid cancer	0.547895476902371	no	#4A74A9	Cell Cycle
Hepatitis B	Adrenal cancer	0.432092382579376	no	#4A74A9	Cell Cycle
Hepatitis B	Follicular lymphoma	-0.263037475067777	no	#B64539	Cell Cycle
Hepatitis B	T-cell lymphoma	0.428558465968323	no	#4A74A9	Cell Cycle
Hepatitis B	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.353410163505059	no	#4A74A9	Cell Cycle
Hepatitis B	Sarcoidosis	0.461328109222418	no	#4A74A9	Cell Cycle
Hepatitis B	Leigh syndrome	-0.476504285932077	no	#B64539	Cell Cycle
Hepatitis B	Tibial muscular dystrophy	0.359683110390195	no	#4A74A9	Cell Cycle
Hepatitis B	Chronic sinusitis	0.377620227513611	no	#4A74A9	Cell Cycle
Hepatitis B	Oral dysplasia	0.320320633217147	no	#4A74A9	Cell Cycle
Hepatitis B	Crohn's disease	0.451883372282971	no	#4A74A9	Cell Cycle
Hepatitis B	Ulcerative colitis	0.337677300045096	no	#4A74A9	Cell Cycle
Hepatitis B	Irritable bowel syndrome	0.405925470001381	no	#4A74A9	Cell Cycle
Hepatitis B	Alcoholic liver disease	0.418987320206176	yes	#4A74A9	Cell Cycle
Hepatitis B	Psoriasis	0.337365914225626	no	#4A74A9	Cell Cycle
Hepatitis B	Acne	0.403242909660803	no	#4A74A9	Cell Cycle
Hepatitis B	Rosacea	0.275215275765205	no	#4A74A9	Cell Cycle
Hepatitis B	Seborrheic keratosis	-0.386694218286634	no	#B64539	Cell Cycle
Hepatitis B	Klinefelter's syndrome	0.424782839886913	no	#4A74A9	Cell Cycle
Aspergillus colonization of lung allograft	Tibial muscular dystrophy	0.381929870381789	no	#4A74A9	Cell Cycle
Aspergillus colonization of lung allograft	Uremia	0.318098080306821	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Oral cavity cancer	0.476262566066403	yes	#4A74A9	Cell Cycle
Nasopharingeal cancer	Esophageal cancer	0.631582719070444	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Gastric cancer	0.567989208978172	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Colon cancer	0.625132681101469	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Liver cancer	0.551738908212843	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Pancreatic cancer	0.302285917583296	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Lung cancer	0.719489180766095	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Mesothelioma	0.674397343963515	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Rhabdoid cancer	0.590042495090296	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Kidney cancer	0.44383330305783	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Bladder cancer	0.585769018758932	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Brain cancer	0.482826196044594	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Thyroid cancer	0.500304464586703	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Adrenal cancer	0.60896608833163	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Follicular lymphoma	-0.560416961992123	no	#B64539	Cell Cycle
Nasopharingeal cancer	T-cell lymphoma	0.42076731319098	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Chronic sinusitis	0.815228933164184	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Chronic Obstructive Pulmonary Disease	0.473050476463419	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Alcoholic liver disease	0.330189825934962	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Psoriasis	0.572888028527064	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Acne	0.39701354459269	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Rosacea	0.465484954412565	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Dermatomyositis	0.43475878228125	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Other systemic involvement of connective tissue	-0.458239027822205	no	#B64539	Cell Cycle
Nasopharingeal cancer	Klinefelter's syndrome	0.405992305904267	no	#4A74A9	Cell Cycle
Oral cavity cancer	Esophageal cancer	0.621259338880834	no	#4A74A9	Cell Cycle
Oral cavity cancer	Gastric cancer	0.528363571236057	no	#4A74A9	Cell Cycle
Oral cavity cancer	Colon cancer	0.538788296629708	no	#4A74A9	Cell Cycle
Oral cavity cancer	Liver cancer	0.503626349679422	no	#4A74A9	Cell Cycle
Oral cavity cancer	Pancreatic cancer	0.387481364092576	no	#4A74A9	Cell Cycle
Oral cavity cancer	Lung cancer	0.577827429230028	no	#4A74A9	Cell Cycle
Oral cavity cancer	Mesothelioma	0.513543720672458	no	#4A74A9	Cell Cycle
Oral cavity cancer	Rhabdoid cancer	0.429535607606043	no	#4A74A9	Cell Cycle
Oral cavity cancer	Prostate cancer	0.237639490096504	no	#4A74A9	Cell Cycle
Oral cavity cancer	Kidney cancer	0.396463290108383	no	#4A74A9	Cell Cycle
Oral cavity cancer	Bladder cancer	0.473498127793479	no	#4A74A9	Cell Cycle
Oral cavity cancer	Brain cancer	0.375150195180133	no	#4A74A9	Cell Cycle
Oral cavity cancer	Thyroid cancer	0.560991908236974	no	#4A74A9	Cell Cycle
Oral cavity cancer	Adrenal cancer	0.453505700997407	no	#4A74A9	Cell Cycle
Oral cavity cancer	Follicular lymphoma	-0.407742561498699	no	#B64539	Cell Cycle
Oral cavity cancer	T-cell lymphoma	0.295391597677027	no	#4A74A9	Cell Cycle
Oral cavity cancer	Tibial muscular dystrophy	0.263598387566671	no	#4A74A9	Cell Cycle
Oral cavity cancer	Chronic sinusitis	0.33908744667107	no	#4A74A9	Cell Cycle
Oral cavity cancer	Aphthous stomatitis	0.508840885955823	no	#4A74A9	Cell Cycle
Oral cavity cancer	Oral dysplasia	0.765307541155924	no	#4A74A9	Cell Cycle
Oral cavity cancer	Crohn's disease	0.383720741088123	no	#4A74A9	Cell Cycle
