Disease1	Disease2	weight	comorbid	colors	pathway
Trachoma	Hepatitis C	-0.404826724078061	no	#B64539	Autophagy
Trachoma	Smoker	0.466246719160105	no	#4A74A9	Autophagy
Trachoma	Acute myocardial infarction	0.467365742365742	no	#4A74A9	Autophagy
Trachoma	Atopic dermatitis	0.454542182227222	no	#4A74A9	Autophagy
Trachoma	Cystitis	0.470708490797229	no	#4A74A9	Autophagy
Trachoma	Endometriosis	0.473671274961597	no	#4A74A9	Autophagy
Trachoma	Turner's syndrome	0.453475288420453	no	#4A74A9	Autophagy
Dengue fever	Crohn's disease	0.450284859706595	no	#4A74A9	Autophagy
Dengue fever	Septic Shock	0.498223850955486	no	#4A74A9	Autophagy
Hepatitis C	Acute myocardial infarction	-0.595050728012799	no	#B64539	Autophagy
Hepatitis C	Axial Spondyloarthropathy	-0.393630977361122	no	#B64539	Autophagy
Hepatitis C	Uremia	-0.420936190032604	no	#B64539	Autophagy
Hepatitis C	Endometriosis	-0.379789142407553	no	#B64539	Autophagy
Aspergillus colonization of lung allograft	Type 2 diabetes mellitus	-0.383307833891237	no	#B64539	Autophagy
Nasopharingeal cancer	Cervix cancer	0.559451043708915	no	#4A74A9	Autophagy
Nasopharingeal cancer	Uremia	-0.416488241488241	no	#B64539	Autophagy
Nasopharingeal cancer	Endometriosis	-0.396034446836586	no	#B64539	Autophagy
Oral cavity cancer	Colon cancer	0.370899886532251	no	#4A74A9	Autophagy
Oral cavity cancer	Thyroid cancer	0.389087656529517	no	#4A74A9	Autophagy
Oral cavity cancer	Oral dysplasia	0.678552321007081	no	#4A74A9	Autophagy
Gastric cancer	Colon cancer	0.497536242233807	no	#4A74A9	Autophagy
Gastric cancer	Pancreatic cancer	0.402106932842168	no	#4A74A9	Autophagy
Gastric cancer	Ovary cancer	0.374506483304598	no	#4A74A9	Autophagy
Colon cancer	Ulcerative colitis	0.419794525684289	no	#4A74A9	Autophagy
