Disease1	Disease2	weight	comorbid	colors	pathway
Trachoma	Endometriosis	0.45378668351323	no	#4A74A9	Autophagy
Trachoma	Turner's syndrome	0.576295037181049	no	#4A74A9	Autophagy
Dengue fever	Septic Shock	0.537487161547147	no	#4A74A9	Autophagy
Hepatitis C	Systemic lupus erythematosus	-0.627767693443199	no	#B64539	Autophagy
Aspergillus colonization of lung allograft	Liver cancer	-0.647937550263799	no	#B64539	Autophagy
Aspergillus colonization of lung allograft	Ovary cancer	-0.55936971566506	no	#B64539	Autophagy
Oral cavity cancer	Melanoma	0.536171293922478	no	#4A74A9	Autophagy
Oral cavity cancer	Thyroid cancer	0.529057063196906	no	#4A74A9	Autophagy
Oral cavity cancer	Oral dysplasia	0.708567690919835	no	#4A74A9	Autophagy
Gastric cancer	Colon cancer	0.521773332048359	no	#4A74A9	Autophagy
Gastric cancer	Pancreatic cancer	0.563249502741101	no	#4A74A9	Autophagy
Colon cancer	Kidney cancer	0.387937488853952	no	#4A74A9	Autophagy
Colon cancer	Ulcerative colitis	0.502856934065632	no	#4A74A9	Autophagy
Colon cancer	Irritable bowel syndrome	0.56315165575166	no	#4A74A9	Autophagy
Liver cancer	Lung cancer	0.57459687676579	no	#4A74A9	Autophagy
Liver cancer	Breast cancer	0.564356936485033	no	#4A74A9	Autophagy
Liver cancer	Ovary cancer	0.501643879716219	no	#4A74A9	Autophagy
Liver cancer	Lymphoid leukemia	0.480071588223646	no	#4A74A9	Autophagy
Lung cancer	Mesothelioma	0.599188350584671	yes	#4A74A9	Autophagy
Lung cancer	Breast cancer	0.682433108036211	no	#4A74A9	Autophagy
Lung cancer	Ovary cancer	0.618796956073479	no	#4A74A9	Autophagy
Lung cancer	Lymphoid leukemia	0.559612208236259	no	#4A74A9	Autophagy
Lung cancer	Bipolar disorder	-0.588980969826587	no	#B64539	Autophagy
Lung cancer	Chronic sinusitis	0.519416514924416	no	#4A74A9	Autophagy
Breast cancer	Ovary cancer	0.613811606458037	no	#4A74A9	Autophagy
Ovary cancer	Bipolar disorder	-0.583749081745966	no	#B64539	Autophagy
Ovary cancer	Cardiomyopathy	-0.555652398591758	no	#B64539	Autophagy
Brain cancer	Schizophrenia	0.628456802723864	no	#4A74A9	Autophagy
Brain cancer	Alzheimer's disease	0.655630024016483	no	#4A74A9	Autophagy
Thyroid cancer	Atopic dermatitis	0.471215781930737	no	#4A74A9	Autophagy
Thyroid cancer	Myositis	0.489103469035204	no	#4A74A9	Autophagy
Lymphoid leukemia	Type 1 diabetes mellitus	-0.57581967630758	no	#B64539	Autophagy
