Disease1	Disease2	weight	comorbid	colors	pathway
Trachoma	Thyroid cancer	0.405104495092357	no	#4A74A9	Autophagy
Trachoma	Irritable bowel syndrome	0.293246795014044	no	#4A74A9	Autophagy
Hepatitis C	Septic Shock	-0.238584425098489	no	#B64539	Autophagy
Hepatitis B	Aspergillus colonization of lung allograft	0.328229549437357	no	#4A74A9	Autophagy
Hepatitis B	Multiple sclerosis	-0.280015236067278	no	#B64539	Autophagy
Hepatitis B	Tibial muscular dystrophy	0.38989255523786	no	#4A74A9	Autophagy
Hepatitis B	Acute myocardial infarction	0.204325997784018	no	#4A74A9	Autophagy
Hepatitis B	Cardiomyopathy	-0.292999072684224	no	#B64539	Autophagy
Hepatitis B	Atrial fibrillation	-0.257670869159745	no	#B64539	Autophagy
Hepatitis B	Axial Spondyloarthropathy	0.291782806742554	no	#4A74A9	Autophagy
Nasopharingeal cancer	Colon cancer	0.459750864817085	no	#4A74A9	Autophagy
Nasopharingeal cancer	Lung cancer	0.6099918077305	no	#4A74A9	Autophagy
Nasopharingeal cancer	Acute myocardial infarction	-0.0113741429085492	no	#B64539	Autophagy
Oral cavity cancer	Aphthous stomatitis	0.460654344015001	no	#4A74A9	Autophagy
Oral cavity cancer	Oral dysplasia	0.66143150151547	no	#4A74A9	Autophagy
Oral cavity cancer	Irritable bowel syndrome	0.3818396613216	no	#4A74A9	Autophagy
Esophageal cancer	Colon cancer	0.487464677464191	no	#4A74A9	Autophagy
Esophageal cancer	Lung cancer	0.816564469191707	no	#4A74A9	Autophagy
Esophageal cancer	Psoriasis	0.454118683844043	no	#4A74A9	Autophagy
Colon cancer	Lung cancer	0.644393627271972	no	#4A74A9	Autophagy
Colon cancer	JMML	0.545204734126049	no	#4A74A9	Autophagy
Colon cancer	Polycythemia vera	-0.411827287234134	no	#B64539	Autophagy
Colon cancer	Ulcerative colitis	0.404089367096392	no	#4A74A9	Autophagy
Colon cancer	Axial Spondyloarthropathy	-0.435402133313691	no	#B64539	Autophagy
Liver cancer	Lung cancer	0.463834394712774	no	#4A74A9	Autophagy
Liver cancer	Alcoholic liver disease	0.478941913269105	yes	#4A74A9	Autophagy
Pancreatic cancer	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	-0.370975130236149	no	#B64539	Autophagy
Lung cancer	Mesothelioma	0.512655155288498	yes	#4A74A9	Autophagy
Lung cancer	Thyroid cancer	0.47906430740151	no	#4A74A9	Autophagy
Lung cancer	Chronic sinusitis	0.437692680030068	no	#4A74A9	Autophagy
Lung cancer	Crohn's disease	0.436474666232202	no	#4A74A9	Autophagy
Lung cancer	Psoriasis	0.589882803313266	no	#4A74A9	Autophagy
Mesothelioma	Septic Shock	-0.36805593187902	no	#B64539	Autophagy
Rhabdoid cancer	Brain cancer	1	no	#4A74A9	Autophagy
Prostate cancer	Other specified congenital malformation syndromes affecting multiple systems	-0.00676343482133296	no	#B64539	Autophagy
Bladder cancer	JMML	-0.0719007887175213	no	#B64539	Autophagy
