Disease1	Disease2	weight	comorbid	colors	pathway
Trachoma	Thyroid cancer	0.214191711502834	no	#4A74A9	Autophagy
Trachoma	Myeloid leukemia	0.0155591538384988	no	#4A74A9	Autophagy
Trachoma	IgA nephropathy	0.0036415826335098	no	#4A74A9	Autophagy
Dengue fever	Adrenal cancer	0.0201313630695916	no	#4A74A9	Autophagy
Dengue fever	Smoker	0.00708116467369446	no	#4A74A9	Autophagy
Hepatitis B	Cardiomyopathy	-0.0406382168077853	no	#B64539	Autophagy
Nasopharingeal cancer	Gastric cancer	0.0262868883244108	no	#4A74A9	Autophagy
Nasopharingeal cancer	Lung cancer	0.0640886313114106	no	#4A74A9	Autophagy
Nasopharingeal cancer	Thyroid cancer	0.000978498878763676	no	#4A74A9	Autophagy
Nasopharingeal cancer	Cerebral infarction	-0.0559050904807888	no	#B64539	Autophagy
Nasopharingeal cancer	Oral dysplasia	-0.0139671320638014	no	#B64539	Autophagy
Nasopharingeal cancer	Acne	-0.012842468076815	no	#B64539	Autophagy
Nasopharingeal cancer	Klinefelter's syndrome	5.363534231684e-17	no	#4A74A9	Autophagy
Oral cavity cancer	Thyroid cancer	0.275193512885356	no	#4A74A9	Autophagy
Oral cavity cancer	Myeloid leukemia	0.0168148446291426	no	#4A74A9	Autophagy
Oral cavity cancer	Myelodysplastic syndromes	0.0489772671659952	no	#4A74A9	Autophagy
Oral cavity cancer	Parkinson's disease	1.340883557921e-17	no	#4A74A9	Autophagy
Oral cavity cancer	Oral dysplasia	0.235334651008947	no	#4A74A9	Autophagy
Oral cavity cancer	IgA nephropathy	0.0144899711087887	no	#4A74A9	Autophagy
Esophageal cancer	Lung cancer	0.294959033423269	no	#4A74A9	Autophagy
Gastric cancer	Colon cancer	0.212410021315803	no	#4A74A9	Autophagy
Gastric cancer	Pancreatic cancer	0.230527422400625	no	#4A74A9	Autophagy
Gastric cancer	Kidney cancer	0.167146413437435	no	#4A74A9	Autophagy
Colon cancer	Lung cancer	0.410767758457825	no	#4A74A9	Autophagy
Colon cancer	Myeloid leukemia	-0.0373040438052769	no	#B64539	Autophagy
Liver cancer	Lung cancer	0.3513669299014	no	#4A74A9	Autophagy
Liver cancer	Alcoholic liver disease	0.263772555755898	yes	#4A74A9	Autophagy
Pancreatic cancer	Kidney cancer	0.247902922622006	no	#4A74A9	Autophagy
Pancreatic cancer	Thyroid cancer	0.243736399159557	no	#4A74A9	Autophagy
Lung cancer	Mesothelioma	0.428400653661376	yes	#4A74A9	Autophagy
Lung cancer	Thyroid cancer	0.295249229693831	no	#4A74A9	Autophagy
Lung cancer	Psoriasis	0.335240880286682	no	#4A74A9	Autophagy
Mesothelioma	Other interstitial pulmonary diseases	0.0652074367195881	no	#4A74A9	Autophagy
Rhabdoid cancer	Prostate cancer	-5.363534231684e-17	no	#B64539	Autophagy
Rhabdoid cancer	Kidney cancer	0.478022514319508	no	#4A74A9	Autophagy
Rhabdoid cancer	Brain cancer	1	no	#4A74A9	Autophagy
Prostate cancer	Kidney cancer	-0.00873170712561411	no	#B64539	Autophagy
Prostate cancer	Job's syndrome	-0.00515319642997688	no	#B64539	Autophagy
Kidney cancer	Thyroid cancer	0.35058199498718	no	#4A74A9	Autophagy
Brain cancer	Alzheimer's disease	0.305138071506267	no	#4A74A9	Autophagy
Brain cancer	IgA nephropathy	-0.0245874022063098	no	#B64539	Autophagy
Thyroid cancer	Primary myelofibrosis	-0.0335886941739712	no	#B64539	Autophagy
Thyroid cancer	Oral dysplasia	0.215747380196229	no	#4A74A9	Autophagy
Thyroid cancer	Alcoholic liver disease	0.359682133513462	no	#4A74A9	Autophagy
Thyroid cancer	Psoriasis	0.322121754241832	no	#4A74A9	Autophagy
Thyroid cancer	Acne	0.250168762615412	no	#4A74A9	Autophagy
Adrenal cancer	Tibial muscular dystrophy	-0.111439355354635	no	#B64539	Autophagy
Follicular lymphoma	Schizophrenia	1.340883557921e-17	no	#4A74A9	Autophagy
Follicular lymphoma	Atrial fibrillation	0.00608577137065206	no	#4A74A9	Autophagy
Follicular lymphoma	IgA nephropathy	3.83248468305933e-05	no	#4A74A9	Autophagy
T-cell lymphoma	Myelodysplastic syndromes	0.0859114551482011	no	#4A74A9	Autophagy
Myeloid leukemia	Alzheimer's disease	0.00174662470445701	no	#4A74A9	Autophagy
Myeloid leukemia	Aphthous stomatitis	0.0507789482690745	yes	#4A74A9	Autophagy
Myeloid leukemia	Rosacea	0.033161154989202	no	#4A74A9	Autophagy
Polycythemia vera	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.122533008101283	yes	#4A74A9	Autophagy
Polycythemia vera	IgA nephropathy	-0.030363951960874	no	#B64539	Autophagy
Polycythemia vera	Septic Shock	0.208811542754105	no	#4A74A9	Autophagy
Myelodysplastic syndromes	Acne	-0.0230415891644556	no	#B64539	Autophagy
Myelodysplastic syndromes	Uremia	0.0188604830230521	no	#4A74A9	Autophagy
Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	Tibial muscular dystrophy	0.0525219611327975	no	#4A74A9	Autophagy
