Disease1	Disease2	weight	comorbid	colors	pathway
Trachoma	Thyroid cancer	0.700732557878753	no	#4A74A9	Autophagy
Oral cavity cancer	Thyroid cancer	0.717162950631327	no	#4A74A9	Autophagy
Oral cavity cancer	Oral dysplasia	0.907774464051114	no	#4A74A9	Autophagy
Esophageal cancer	Lung cancer	0.862301365636012	no	#4A74A9	Autophagy
Esophageal cancer	Psoriasis	0.80985417614059	no	#4A74A9	Autophagy
Gastric cancer	Colon cancer	0.741201831034031	no	#4A74A9	Autophagy
Gastric cancer	Pancreatic cancer	0.814117840413115	no	#4A74A9	Autophagy
Gastric cancer	Kidney cancer	0.67338196793842	no	#4A74A9	Autophagy
Liver cancer	Lung cancer	0.535255192733427	no	#4A74A9	Autophagy
Liver cancer	Alcoholic liver disease	0.5878247437111	yes	#4A74A9	Autophagy
Rhabdoid cancer	Kidney cancer	0.622808335586941	no	#4A74A9	Autophagy
Rhabdoid cancer	Brain cancer	0.852480919092447	no	#4A74A9	Autophagy
Brain cancer	Alzheimer's disease	0.654865576558605	no	#4A74A9	Autophagy
Thyroid cancer	Psoriasis	0.621686375661303	no	#4A74A9	Autophagy
Thyroid cancer	Acne	0.698231387998816	no	#4A74A9	Autophagy
T-cell lymphoma	Alzheimer's disease	0.754498095419015	no	#4A74A9	Autophagy
Polycythemia vera	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.955794667911181	yes	#4A74A9	Autophagy
Polycythemia vera	Job's syndrome	0.750199418882344	no	#4A74A9	Autophagy
Polycythemia vera	Septic Shock	0.794545014308611	no	#4A74A9	Autophagy
Job's syndrome	Septic Shock	0.731210439144286	no	#4A74A9	Autophagy
Schizophrenia	Alzheimer's disease	0.949290952251006	no	#4A74A9	Autophagy
Psoriasis	Acne	0.805727031780611	no	#4A74A9	Autophagy
Trachoma	Hepatitis B	0.811844684125821	no	#4A74A9	Cell Cycle
Trachoma	Oral cavity cancer	0.44568294495884	no	#4A74A9	Cell Cycle
Trachoma	Esophageal cancer	0.549361176745275	no	#4A74A9	Cell Cycle
Trachoma	Lung cancer	0.28427298441337	no	#4A74A9	Cell Cycle
Trachoma	Mesothelioma	0.429316214997166	no	#4A74A9	Cell Cycle
Trachoma	Kidney cancer	0.355547073782286	no	#4A74A9	Cell Cycle
Trachoma	Thyroid cancer	0.746005386014238	no	#4A74A9	Cell Cycle
Trachoma	Schizophrenia	0.74608813047922	no	#4A74A9	Cell Cycle
Trachoma	Psoriasis	0.372897053878388	no	#4A74A9	Cell Cycle
Trachoma	Acne	0.486755990074272	no	#4A74A9	Cell Cycle
Trachoma	Rosacea	0.671412680840832	no	#4A74A9	Cell Cycle
Trachoma	Septic Shock	0.482903061438079	no	#4A74A9	Cell Cycle
Dengue fever	Esophageal cancer	0.696995196034627	no	#4A74A9	Cell Cycle
Dengue fever	Lung cancer	0.565730992289127	no	#4A74A9	Cell Cycle
Dengue fever	T-cell lymphoma	0.75881166730779	no	#4A74A9	Cell Cycle
Dengue fever	Psoriasis	0.68177358214374	no	#4A74A9	Cell Cycle
Dengue fever	Septic Shock	0.79039480880483	no	#4A74A9	Cell Cycle
Hepatitis C	Alzheimer's disease	0.730374299302458	no	#4A74A9	Cell Cycle
Hepatitis B	Oral cavity cancer	0.553430830291209	no	#4A74A9	Cell Cycle
Hepatitis B	Esophageal cancer	0.674194256481002	no	#4A74A9	Cell Cycle
Hepatitis B	Gastric cancer	0.562539190326668	no	#4A74A9	Cell Cycle
Hepatitis B	Liver cancer	0.43736716079787	no	#4A74A9	Cell Cycle
Hepatitis B	Pancreatic cancer	0.459996014012651	no	#4A74A9	Cell Cycle
Hepatitis B	Lung cancer	0.437183610531846	no	#4A74A9	Cell Cycle
Hepatitis B	Mesothelioma	0.469126351637854	no	#4A74A9	Cell Cycle
Hepatitis B	Kidney cancer	0.512616792284352	no	#4A74A9	Cell Cycle
Hepatitis B	Thyroid cancer	0.764367692822325	no	#4A74A9	Cell Cycle
Hepatitis B	Adrenal cancer	0.639381786287164	no	#4A74A9	Cell Cycle
Hepatitis B	T-cell lymphoma	0.592345035368027	no	#4A74A9	Cell Cycle
Hepatitis B	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.659612040435025	no	#4A74A9	Cell Cycle
Hepatitis B	Alcoholic liver disease	0.538217603896539	yes	#4A74A9	Cell Cycle
Hepatitis B	Psoriasis	0.424137640952398	no	#4A74A9	Cell Cycle
Hepatitis B	Acne	0.565048441248352	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Oral cavity cancer	0.471806496938459	yes	#4A74A9	Cell Cycle
Nasopharingeal cancer	Esophageal cancer	0.729235155244152	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Gastric cancer	0.602678117873338	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Colon cancer	0.656346960233189	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Liver cancer	0.543287580205391	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Lung cancer	0.721624665617619	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Mesothelioma	0.715277490700659	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Rhabdoid cancer	0.735010425554994	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Kidney cancer	0.582694164724079	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Brain cancer	0.635633058144716	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Thyroid cancer	0.555637249690019	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Adrenal cancer	0.586132690122352	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	T-cell lymphoma	0.616204720587295	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Psoriasis	0.621412480609526	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Acne	0.543872490879971	no	#4A74A9	Cell Cycle
Nasopharingeal cancer	Rosacea	0.698879657910175	no	#4A74A9	Cell Cycle
Oral cavity cancer	Esophageal cancer	0.721664432036009	no	#4A74A9	Cell Cycle
Oral cavity cancer	Gastric cancer	0.582193740730037	no	#4A74A9	Cell Cycle
Oral cavity cancer	Colon cancer	0.55215242427879	no	#4A74A9	Cell Cycle
Oral cavity cancer	Liver cancer	0.519053168587707	no	#4A74A9	Cell Cycle
