Disease1	Disease2	weight	comorbid	colors
Trachoma	Dengue fever	0.0915328609047237	no	#4A74A9
Trachoma	Hepatitis C	-0.0336481272165221	no	#B64539
Trachoma	Hepatitis B	0.145115253371997	no	#4A74A9
Trachoma	Aspergillus colonization of lung allograft	0.0703700789732079	no	#4A74A9
Trachoma	Nasopharingeal cancer	0.0525938981339718	no	#4A74A9
Trachoma	Oral cavity cancer	0.181169398754187	no	#4A74A9
Trachoma	Esophageal cancer	0.138527133876755	no	#4A74A9
Trachoma	Gastric cancer	0.032004618762753	no	#4A74A9
Trachoma	Liver cancer	-0.0189289205439744	no	#B64539
Trachoma	Pancreatic cancer	0.0649996688685301	no	#4A74A9
Trachoma	Lung cancer	0.0474597427803618	no	#4A74A9
Trachoma	Mesothelioma	0.0645575338939646	no	#4A74A9
Trachoma	Rhabdoid cancer	0.0374264382883216	no	#4A74A9
Trachoma	Prostate cancer	0.037853419992364	no	#4A74A9
Trachoma	Kidney cancer	0.151390909759623	no	#4A74A9
Trachoma	Bladder cancer	0.203899185895185	no	#4A74A9
Trachoma	Brain cancer	0.0282448599743848	no	#4A74A9
Trachoma	Thyroid cancer	0.252292701991328	no	#4A74A9
Trachoma	Follicular lymphoma	-0.0207167361030761	no	#B64539
Trachoma	T-cell lymphoma	0.0283761594323372	no	#4A74A9
Trachoma	JMML	-0.0677605900736932	no	#B64539
Trachoma	Myelodysplastic syndromes	-0.0651873949208036	no	#B64539
Trachoma	Thalassemia	0.029987369048302	no	#4A74A9
Trachoma	Primary myelofibrosis	-0.0538242643957383	no	#B64539
Trachoma	Job's syndrome	0.0805198110106577	no	#4A74A9
Trachoma	Sarcoidosis	0.0744901740310673	no	#4A74A9
Trachoma	Type 2 diabetes mellitus	-0.0117097943150684	no	#B64539
Trachoma	Smoker	0.0113578321881748	no	#4A74A9
Trachoma	Schizophrenia	0.0142683319720876	no	#4A74A9
Trachoma	Bipolar disorder	-0.0153914398971751	no	#B64539
Trachoma	Major depression	-0.00437857761619949	no	#B64539
Trachoma	Autism	-0.00408359494706092	no	#B64539
Trachoma	Huntington's disease	-0.0293919996677325	no	#B64539
Trachoma	Amyotrophic lateral sclerosis	0.0289939313587157	no	#4A74A9
Trachoma	Parkinson's disease	0.0628854744277957	no	#4A74A9
Trachoma	Alzheimer's disease	0.032802920751663	no	#4A74A9
Trachoma	Multiple sclerosis	-0.0181960712929954	no	#B64539
Trachoma	Tibial muscular dystrophy	0.0552382387298688	no	#4A74A9
Trachoma	Choroideremia	-0.0708168997118248	no	#B64539
Trachoma	Acute myocardial infarction	0.0540198406164021	no	#4A74A9
Trachoma	Cardiomyopathy	-0.0598222625622036	no	#B64539
Trachoma	Cerebral infarction	0.0341584868961446	no	#4A74A9
Trachoma	Chronic sinusitis	0.129337379667839	no	#4A74A9
Trachoma	Asthma	-0.226517255078345	no	#B64539
Trachoma	Other interstitial pulmonary diseases	-0.0404028361668815	no	#B64539
Trachoma	Aphthous stomatitis	0.275966279466125	no	#4A74A9
Trachoma	Oral dysplasia	0.087046630883136	no	#4A74A9
Trachoma	Crohn's disease	0.121903424485717	no	#4A74A9
Trachoma	Ulcerative colitis	0.147602637941516	no	#4A74A9
Trachoma	Irritable bowel syndrome	0.223608244466595	no	#4A74A9
Trachoma	Psoriasis	0.204578037647937	no	#4A74A9
Trachoma	Acne	0.249639111056293	no	#4A74A9
Trachoma	Rosacea	0.279587745278664	no	#4A74A9
Trachoma	Seborrheic keratosis	-0.0411718564861998	no	#B64539
Trachoma	Dermatomyositis	0.0902712702673822	no	#4A74A9
Trachoma	Axial Spondyloarthropathy	0.0745656792877276	no	#4A74A9
Trachoma	IgA nephropathy	0.0529230580962255	no	#4A74A9
Trachoma	Klinefelter's syndrome	0.033722429840386	no	#4A74A9
Trachoma	Septic Shock	0.102381109065471	no	#4A74A9
Trachoma	Chronic lung allograft dysfunction	0.0696464584522939	no	#4A74A9
Dengue fever	Hepatitis C	-0.0243050148830785	no	#B64539
Dengue fever	Hepatitis B	0.0684144335293465	no	#4A74A9
Dengue fever	Nasopharingeal cancer	0.121255212866727	no	#4A74A9
Dengue fever	Oral cavity cancer	0.124169352522608	no	#4A74A9
Dengue fever	Esophageal cancer	0.180554089075695	no	#4A74A9
Dengue fever	Gastric cancer	0.0338961041701106	no	#4A74A9
Dengue fever	Colon cancer	0.0327133201313275	no	#4A74A9
Dengue fever	Liver cancer	0.030231717801403	no	#4A74A9
Dengue fever	Pancreatic cancer	0.075331329287319	no	#4A74A9
Dengue fever	Lung cancer	0.126440252474943	no	#4A74A9
