Disease1	Disease2	weight	comorbid	colors
Trachoma	Dengue fever	0.270645632303914	no	#4A74A9
Trachoma	Hepatitis C	-0.192077134885548	no	#B64539
Trachoma	Aspergillus colonization of lung allograft	0.172837139102143	no	#4A74A9
Trachoma	Nasopharingeal cancer	-0.129421373371622	no	#B64539
Trachoma	Oral cavity cancer	0.205313219812393	no	#4A74A9
Trachoma	Liver cancer	-0.0665271779100968	no	#B64539
Trachoma	Pancreatic cancer	0.0413293802574486	no	#4A74A9
Trachoma	Mesothelioma	0.259199419799242	no	#4A74A9
Trachoma	Melanoma	0.241048362273379	no	#4A74A9
Trachoma	Breast cancer	0.177768758721675	no	#4A74A9
Trachoma	Ovary cancer	0.126246296296468	no	#4A74A9
Trachoma	Kidney cancer	0.148362813933409	no	#4A74A9
Trachoma	Bladder cancer	0.255640230352931	no	#4A74A9
Trachoma	Thyroid cancer	0.380410312403061	no	#4A74A9
Trachoma	Adrenal cancer	0.083510101397546	no	#4A74A9
Trachoma	Melanoma metastasis	0.176616776780242	no	#4A74A9
Trachoma	Lymphoid leukemia	0.0603039160821411	no	#4A74A9
Trachoma	Myeloid leukemia	-0.241028061272904	no	#B64539
Trachoma	Sickle-cell anemia	-0.240789592591353	no	#B64539
Trachoma	Autosomal dominant monocytopenia	-0.1565156659312	no	#B64539
Trachoma	Primary myelofibrosis	-0.214461888655897	no	#B64539
Trachoma	Job's syndrome	0.225634519357775	no	#4A74A9
Trachoma	Sarcoidosis	0.118312773247684	no	#4A74A9
Trachoma	Type 1 diabetes mellitus	0.0832289216561262	no	#4A74A9
Trachoma	Type 2 diabetes mellitus	-0.133516595819563	no	#B64539
Trachoma	Other and unspecified metabolic disorders	-0.21974338269773	no	#B64539
Trachoma	Smoker	0.356595666836195	no	#4A74A9
Trachoma	Schizophrenia	0.1875484175592	no	#4A74A9
Trachoma	Bipolar disorder	0.0938567286044594	no	#4A74A9
Trachoma	Major depression	0.086212873513155	no	#4A74A9
Trachoma	Huntington's disease	0.065102417633007	no	#4A74A9
Trachoma	Amyotrophic lateral sclerosis	-0.139234243654875	no	#B64539
Trachoma	Parkinson's disease	-0.0925845948484861	no	#B64539
Trachoma	Alzheimer's disease	0.160372322618301	no	#4A74A9
Trachoma	Acute myocardial infarction	0.3198117183324	no	#4A74A9
Trachoma	Cardiomyopathy	-0.156220113248036	no	#B64539
Trachoma	Cerebral infarction	-0.0476179957256391	no	#B64539
Trachoma	Peripheral arterial disease	0.178006405706757	no	#4A74A9
Trachoma	Chronic sinusitis	0.271086075692826	no	#4A74A9
Trachoma	Chronic Obstructive Pulmonary Disease	0.230684230334708	no	#4A74A9
Trachoma	Asthma	-0.37206946481728	no	#B64539
Trachoma	Other interstitial pulmonary diseases	0.0496556881721764	no	#4A74A9
Trachoma	Aphthous stomatitis	0.134036638335977	no	#4A74A9
Trachoma	Oral dysplasia	0.121679607818361	no	#4A74A9
Trachoma	Crohn's disease	0.345759039459089	no	#4A74A9
Trachoma	Ulcerative colitis	0.333921479690796	no	#4A74A9
Trachoma	Irritable bowel syndrome	0.30617699059081	no	#4A74A9
Trachoma	Atopic dermatitis	0.335574855596043	no	#4A74A9
Trachoma	Psoriasis	0.326783082055062	no	#4A74A9
Trachoma	Rosacea	0.255449356430555	no	#4A74A9
Trachoma	Osteoarthritis	0.05078752394627	no	#4A74A9
Trachoma	Systemic lupus erythematosus	0.236242614616543	no	#4A74A9
Trachoma	Other systemic involvement of connective tissue	-0.130563224224682	no	#B64539
Trachoma	Axial Spondyloarthropathy	0.165706163704804	no	#4A74A9
Trachoma	Myositis	0.228867545967743	no	#4A74A9
Trachoma	Uremia	0.270583986081812	no	#4A74A9
Trachoma	Cystitis	0.46032382221213	no	#4A74A9
Trachoma	Endometriosis	0.396330339206529	no	#4A74A9
Trachoma	Setleis syndrome	-0.17244569533599	no	#B64539
Trachoma	Turner's syndrome	0.256593005728182	no	#4A74A9
Trachoma	Septic Shock	0.251648252945885	no	#4A74A9
Trachoma	Chronic lung allograft dysfunction	-0.076104307866966	no	#B64539
Dengue fever	Aspergillus colonization of lung allograft	0.0855595336620841	no	#4A74A9
Dengue fever	Oral cavity cancer	0.223967328526429	no	#4A74A9
Dengue fever	Pancreatic cancer	0.059513902543788	no	#4A74A9
Dengue fever	Lung cancer	0.103119872383208	no	#4A74A9
Dengue fever	Mesothelioma	0.14301456685889	no	#4A74A9
Dengue fever	Melanoma	0.109936522123927	no	#4A74A9
Dengue fever	Breast cancer	0.135843873651696	no	#4A74A9
Dengue fever	Ovary cancer	0.139338466519606	no	#4A74A9
Dengue fever	Bladder cancer	0.190225094047552	no	#4A74A9
Dengue fever	Brain cancer	0.0744577117355645	no	#4A74A9
Dengue fever	Thyroid cancer	0.202920852588955	no	#4A74A9
Dengue fever	Adrenal cancer	0.0451059810033466	no	#4A74A9
Dengue fever	Melanoma metastasis	0.140342971601318	no	#4A74A9
Dengue fever	Myeloid leukemia	-0.0789384290614743	no	#B64539
Dengue fever	Polycythemia vera	0.277993146839588	no	#4A74A9
Dengue fever	Myelodysplastic syndromes	0.13827532243996	no	#4A74A9
Dengue fever	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.13977886453225	no	#4A74A9
Dengue fever	Primary myelofibrosis	0.190763350472163	no	#4A74A9
Dengue fever	Job's syndrome	0.247802203892779	no	#4A74A9
Dengue fever	Sarcoidosis	0.332843016181794	no	#4A74A9
Dengue fever	Type 1 diabetes mellitus	-0.0793235881320756	no	#B64539
Dengue fever	Other and unspecified metabolic disorders	-0.118335692390246	no	#B64539
Dengue fever	Smoker	0.11325960861982	no	#4A74A9
Dengue fever	Schizophrenia	0.0637686753215941	no	#4A74A9
Dengue fever	Major depression	-0.0402211843862065	no	#B64539
Dengue fever	Huntington's disease	-0.17763562553003	no	#B64539
Dengue fever	Amyotrophic lateral sclerosis	0.0891178802698691	no	#4A74A9
Dengue fever	Parkinson's disease	-0.0519112918820194	no	#B64539
