Disease1	Disease2	weight	comorbid	colors
Trachoma	Dengue fever	0.334232049392463	no	#4A74A9
Trachoma	Hepatitis C	-0.361221618724685	no	#B64539
Trachoma	Oral cavity cancer	0.379046600311113	no	#4A74A9
Trachoma	Gastric cancer	0.112868087404696	no	#4A74A9
Trachoma	Pancreatic cancer	0.101153016074939	no	#4A74A9
Trachoma	Breast cancer	0.361569821254101	no	#4A74A9
Trachoma	Cervix cancer	0.13390617931413	no	#4A74A9
Trachoma	Ovary cancer	0.171781004377058	no	#4A74A9
Trachoma	Kidney cancer	0.286163065617503	no	#4A74A9
Trachoma	Thyroid cancer	0.472005107467035	no	#4A74A9
Trachoma	Melanoma metastasis	0.428590610281354	no	#4A74A9
Trachoma	Lymphoid leukemia	0.150754475513028	no	#4A74A9
Trachoma	Primary myelofibrosis	-0.434572706290982	no	#B64539
Trachoma	Job's syndrome	0.270267167234001	no	#4A74A9
Trachoma	Sarcoidosis	0.24274258740511	no	#4A74A9
Trachoma	Other and unspecified metabolic disorders	-0.308749801382492	no	#B64539
Trachoma	Smoker	0.400765638154442	no	#4A74A9
Trachoma	Alzheimer's disease	0.184481975880534	no	#4A74A9
Trachoma	Cardiomyopathy	-0.317799022980156	no	#B64539
Trachoma	Chronic sinusitis	0.284518020090961	no	#4A74A9
Trachoma	Oral dysplasia	0.184154983608936	no	#4A74A9
Trachoma	Ulcerative colitis	0.580856874714687	no	#4A74A9
Trachoma	Irritable bowel syndrome	0.634182798455305	no	#4A74A9
Trachoma	Atopic dermatitis	0.610454973017348	no	#4A74A9
Trachoma	Psoriasis	0.502981969091868	no	#4A74A9
Trachoma	Rosacea	0.409242530641215	no	#4A74A9
Trachoma	Systemic lupus erythematosus	0.387966688229182	no	#4A74A9
Trachoma	Other systemic involvement of connective tissue	-0.258007658276455	no	#B64539
Trachoma	Uremia	0.23497264569695	no	#4A74A9
Trachoma	Cystitis	0.728429152606203	no	#4A74A9
Trachoma	Endometriosis	0.412484078824288	no	#4A74A9
Trachoma	Turner's syndrome	0.426567325250578	no	#4A74A9
Trachoma	Septic Shock	0.302133627757181	no	#4A74A9
Dengue fever	Nasopharingeal cancer	0.269272483902636	no	#4A74A9
Dengue fever	Oral cavity cancer	0.365361690491486	no	#4A74A9
Dengue fever	Gastric cancer	0.0999486699788482	no	#4A74A9
Dengue fever	Pancreatic cancer	0.104305076304998	no	#4A74A9
