Disease1	Disease2	weight	comorbid	colors
Trachoma	Dengue fever	0.212354969585312	no	#4A74A9
Trachoma	Hepatitis C	-0.0340222114624047	no	#B64539
Trachoma	Hepatitis B	0.459705761912753	no	#4A74A9
Trachoma	Aspergillus colonization of lung allograft	0.269903668085913	no	#4A74A9
Trachoma	Nasopharingeal cancer	0.060443603676381	no	#4A74A9
Trachoma	Oral cavity cancer	0.369949587589227	no	#4A74A9
Trachoma	Esophageal cancer	0.266858332101822	no	#4A74A9
Trachoma	Liver cancer	-0.101873166528258	no	#B64539
Trachoma	Pancreatic cancer	0.0786676489775462	no	#4A74A9
Trachoma	Lung cancer	0.0932178624069854	no	#4A74A9
Trachoma	Mesothelioma	0.119901048782699	no	#4A74A9
Trachoma	Rhabdoid cancer	0.0651299342127094	no	#4A74A9
Trachoma	Prostate cancer	0.223186892136153	no	#4A74A9
Trachoma	Kidney cancer	0.19180298981194	no	#4A74A9
Trachoma	Bladder cancer	0.359128155416618	no	#4A74A9
Trachoma	Brain cancer	0.0523036163182227	no	#4A74A9
Trachoma	Thyroid cancer	0.582256462746972	no	#4A74A9
Trachoma	Follicular lymphoma	-0.0925767856899534	no	#B64539
Trachoma	T-cell lymphoma	0.0829301667699645	no	#4A74A9
Trachoma	Myeloma	0.18617965349729	no	#4A74A9
Trachoma	Myeloid leukemia	-0.0693914085938247	no	#B64539
Trachoma	JMML	-0.162912534806648	no	#B64539
Trachoma	Polycythemia vera	0.13026908153226	no	#4A74A9
Trachoma	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.151658348032624	no	#4A74A9
Trachoma	Thalassemia	0.0476719955852779	no	#4A74A9
Trachoma	Autosomal dominant monocytopenia	0.0709451071438178	no	#4A74A9
Trachoma	Job's syndrome	0.154419622692701	no	#4A74A9
Trachoma	Sarcoidosis	0.339032243584924	no	#4A74A9
Trachoma	Smoker	0.133203332666471	no	#4A74A9
Trachoma	Schizophrenia	0.135593261424329	no	#4A74A9
Trachoma	Bipolar disorder	-0.0863797700504327	no	#B64539
Trachoma	Major depression	-0.0546094472335859	no	#B64539
Trachoma	Huntington's disease	-0.0817002535610387	no	#B64539
Trachoma	Amyotrophic lateral sclerosis	0.152789986471705	no	#4A74A9
Trachoma	Parkinson's disease	0.188037805466399	no	#4A74A9
Trachoma	Alzheimer's disease	0.172137816589659	no	#4A74A9
Trachoma	Multiple sclerosis	-0.066229753519959	no	#B64539
Trachoma	Tibial muscular dystrophy	0.133573103583149	no	#4A74A9
Trachoma	Acute myocardial infarction	0.18184468755843	no	#4A74A9
Trachoma	Cardiomyopathy	-0.0583906773795216	no	#B64539
Trachoma	Atrial fibrillation	-0.113989724996895	no	#B64539
Trachoma	Cerebral infarction	0.0444737455316873	no	#4A74A9
Trachoma	Chronic sinusitis	0.234077997849963	no	#4A74A9
Trachoma	Chronic Obstructive Pulmonary Disease	0.0462552432267173	no	#4A74A9
Trachoma	Asthma	-0.237169839346792	no	#B64539
Trachoma	Other interstitial pulmonary diseases	0.124643010125492	no	#4A74A9
Trachoma	Aphthous stomatitis	0.362243912537225	no	#4A74A9
Trachoma	Oral dysplasia	0.237538963348087	no	#4A74A9
Trachoma	Crohn's disease	0.303860676329421	no	#4A74A9
Trachoma	Ulcerative colitis	0.267476044327345	no	#4A74A9
Trachoma	Irritable bowel syndrome	0.380332298348205	no	#4A74A9
Trachoma	Psoriasis	0.280032611269824	no	#4A74A9
Trachoma	Acne	0.436165081543321	no	#4A74A9
Trachoma	Rosacea	0.479037191817651	no	#4A74A9
Trachoma	Seborrheic keratosis	-0.113708829194628	no	#B64539
Trachoma	Dermatomyositis	0.217247954295472	no	#4A74A9
Trachoma	Other systemic involvement of connective tissue	0.107753151008328	no	#4A74A9
Trachoma	Axial Spondyloarthropathy	0.30402623641499	no	#4A74A9
Trachoma	IgA nephropathy	0.0895596412905232	no	#4A74A9
Trachoma	Uremia	0.0859697800874054	no	#4A74A9
Trachoma	Klinefelter's syndrome	0.0745846532363676	no	#4A74A9
Trachoma	Septic Shock	0.302501408183501	no	#4A74A9
Trachoma	Chronic lung allograft dysfunction	0.092371162446017	no	#4A74A9
Dengue fever	Hepatitis B	0.127251560109649	no	#4A74A9
Dengue fever	Nasopharingeal cancer	0.104723517660341	no	#4A74A9
Dengue fever	Oral cavity cancer	0.184586965331651	no	#4A74A9
Dengue fever	Esophageal cancer	0.264349888880373	no	#4A74A9
Dengue fever	Colon cancer	0.0395265757815855	no	#4A74A9
Dengue fever	Pancreatic cancer	0.0644446174755837	no	#4A74A9
Dengue fever	Lung cancer	0.194713099445175	no	#4A74A9
Dengue fever	Mesothelioma	0.0527787671416268	no	#4A74A9
Dengue fever	Rhabdoid cancer	0.0999206679408134	no	#4A74A9
Dengue fever	Prostate cancer	0.0975395583181814	no	#4A74A9
Dengue fever	Kidney cancer	0.0544363990030541	no	#4A74A9
Dengue fever	Bladder cancer	0.294317346874227	no	#4A74A9
Dengue fever	Brain cancer	0.107405126650085	no	#4A74A9
Dengue fever	Thyroid cancer	0.192953296005147	no	#4A74A9
Dengue fever	Follicular lymphoma	-0.0297692084583234	no	#B64539
Dengue fever	T-cell lymphoma	0.229352149450956	no	#4A74A9
Dengue fever	Myeloma	0.245822203509816	no	#4A74A9
Dengue fever	Myeloid leukemia	0.0579641834798068	no	#4A74A9
Dengue fever	JMML	0.102005067664623	no	#4A74A9
Dengue fever	Polycythemia vera	0.228789339655772	no	#4A74A9
Dengue fever	Myelodysplastic syndromes	0.153325235289617	no	#4A74A9
Dengue fever	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.261578827218408	no	#4A74A9
Dengue fever	Autosomal dominant monocytopenia	0.20779317594752	no	#4A74A9
Dengue fever	Primary myelofibrosis	0.257110830848513	no	#4A74A9
Dengue fever	Job's syndrome	0.10918026781387	no	#4A74A9
Dengue fever	Sarcoidosis	0.24318618366532	no	#4A74A9
Dengue fever	Type 1 diabetes mellitus	-0.0877485208502383	no	#B64539
Dengue fever	Smoker	0.0587288270406745	no	#4A74A9
Dengue fever	Schizophrenia	0.0286940516503312	no	#4A74A9
Dengue fever	Bipolar disorder	-0.0333343436645718	no	#B64539
Dengue fever	Major depression	0.0296862583287078	no	#4A74A9
Dengue fever	Autism	-0.0388678352476613	no	#B64539
Dengue fever	Amyotrophic lateral sclerosis	0.0822225206455324	no	#4A74A9
Dengue fever	Leigh syndrome	0.0543306148591958	no	#4A74A9
Dengue fever	Multiple sclerosis	0.208233835041779	no	#4A74A9
Dengue fever	Tibial muscular dystrophy	0.131498398904267	no	#4A74A9
Dengue fever	Choroideremia	0.255921550381689	no	#4A74A9
Dengue fever	Acute myocardial infarction	0.157779999496611	no	#4A74A9
Dengue fever	Cerebral infarction	-0.0394177941202594	no	#B64539
Dengue fever	Peripheral arterial disease	0.13375175862209	no	#4A74A9
Dengue fever	Chronic sinusitis	0.11883594380566	no	#4A74A9
Dengue fever	Chronic Obstructive Pulmonary Disease	0.167341889366921	no	#4A74A9
Dengue fever	Asthma	0.0966199526021994	no	#4A74A9
Dengue fever	Other interstitial pulmonary diseases	-0.0685583820501468	no	#B64539
Dengue fever	Aphthous stomatitis	0.184239530066279	no	#4A74A9
Dengue fever	Oral dysplasia	0.125340188829356	no	#4A74A9
Dengue fever	Crohn's disease	0.181868432414607	no	#4A74A9
Dengue fever	Ulcerative colitis	0.163596218908212	no	#4A74A9
Dengue fever	Irritable bowel syndrome	0.211179320415221	no	#4A74A9
Dengue fever	Alcoholic liver disease	0.126420948962593	no	#4A74A9
Dengue fever	Psoriasis	0.322332530976513	no	#4A74A9
Dengue fever	Acne	0.260490226337589	no	#4A74A9
Dengue fever	Rosacea	0.308229078456648	no	#4A74A9
Dengue fever	Dermatomyositis	0.312135757999007	no	#4A74A9
Dengue fever	Other systemic involvement of connective tissue	0.120892210254357	no	#4A74A9
Dengue fever	Axial Spondyloarthropathy	0.258370409636986	no	#4A74A9
Dengue fever	Uremia	0.134717880708712	no	#4A74A9
Dengue fever	Klinefelter's syndrome	0.0811090401315887	no	#4A74A9
Dengue fever	Septic Shock	0.372174888437398	no	#4A74A9
Dengue fever	Chronic lung allograft dysfunction	-0.054837058499587	no	#B64539
Hepatitis C	Hepatitis B	-0.0635042745378441	no	#B64539
Hepatitis C	Aspergillus colonization of lung allograft	-0.226613279691495	no	#B64539
Hepatitis C	Oral cavity cancer	-0.0370534033998913	no	#B64539
Hepatitis C	Esophageal cancer	-0.0564774393411621	no	#B64539
Hepatitis C	Gastric cancer	-0.0467430214880135	no	#B64539
Hepatitis C	Liver cancer	-0.0635866025249174	no	#B64539
Hepatitis C	Pancreatic cancer	-0.0426069237786069	no	#B64539
Hepatitis C	Prostate cancer	0.0908414990329983	no	#4A74A9
Hepatitis C	Adrenal cancer	0.059178755970674	no	#4A74A9
Hepatitis C	T-cell lymphoma	0.0769832875847889	no	#4A74A9
Hepatitis C	Myeloma	0.0852111344735901	no	#4A74A9
Hepatitis C	Myeloid leukemia	-0.100286477390593	no	#B64539
Hepatitis C	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.0498995170323673	no	#4A74A9
Hepatitis C	Autosomal dominant monocytopenia	0.0931177832270421	no	#4A74A9
Hepatitis C	Primary myelofibrosis	0.0468431207240197	no	#4A74A9
Hepatitis C	Sarcoidosis	0.039573892138594	no	#4A74A9
Hepatitis C	Type 1 diabetes mellitus	0.12101318727861	no	#4A74A9
Hepatitis C	Type 2 diabetes mellitus	0.224313286005718	no	#4A74A9
Hepatitis C	Smoker	0.157508381416674	yes	#4A74A9
Hepatitis C	Schizophrenia	0.151058312342011	no	#4A74A9
Hepatitis C	Bipolar disorder	0.0898931028272169	no	#4A74A9
Hepatitis C	Major depression	0.101888699497982	no	#4A74A9
Hepatitis C	Autism	0.0640549982036333	no	#4A74A9
Hepatitis C	Huntington's disease	0.216841151049281	no	#4A74A9
Hepatitis C	Amyotrophic lateral sclerosis	-0.126156025095817	no	#B64539
Hepatitis C	Parkinson's disease	0.108211593992876	no	#4A74A9
Hepatitis C	Alzheimer's disease	0.190174761211555	no	#4A74A9
Hepatitis C	Leigh syndrome	0.0911264143574142	no	#4A74A9
Hepatitis C	Multiple sclerosis	0.207940875764808	no	#4A74A9
Hepatitis C	Tibial muscular dystrophy	-0.0540408231961292	no	#B64539
Hepatitis C	Choroideremia	0.0408376127618996	no	#4A74A9
Hepatitis C	Acute myocardial infarction	-0.195709738470406	no	#B64539
Hepatitis C	Cardiomyopathy	0.045880693780919	no	#4A74A9
Hepatitis C	Atrial fibrillation	0.119269350149592	no	#4A74A9
Hepatitis C	Chronic sinusitis	-0.0691254778612049	no	#B64539
Hepatitis C	Chronic Obstructive Pulmonary Disease	0.144748637623976	no	#4A74A9
Hepatitis C	Aphthous stomatitis	-0.0426680309670946	no	#B64539
Hepatitis C	Oral dysplasia	-0.069754064751436	no	#B64539
Hepatitis C	Crohn's disease	-0.144080810398101	no	#B64539
Hepatitis C	Irritable bowel syndrome	-0.0436601973822804	no	#B64539
Hepatitis C	Alcoholic liver disease	-0.0461824464779832	no	#B64539
Hepatitis C	Psoriasis	-0.125173543594614	no	#B64539
Hepatitis C	Acne	-0.125553208122004	no	#B64539
Hepatitis C	Rosacea	-0.0335236276173074	no	#B64539
Hepatitis C	Seborrheic keratosis	0.135778467855092	no	#4A74A9
Hepatitis C	Other systemic involvement of connective tissue	0.060792741932011	no	#4A74A9
Hepatitis C	Other specified congenital malformation syndromes affecting multiple systems	0.0813877318258818	no	#4A74A9
Hepatitis C	Klinefelter's syndrome	-0.0466107986233397	no	#B64539
Hepatitis C	Septic Shock	-0.074411976581834	no	#B64539
Hepatitis C	Chronic lung allograft dysfunction	0.0839791960291484	no	#4A74A9
Hepatitis B	Aspergillus colonization of lung allograft	0.285104486999533	no	#4A74A9
Hepatitis B	Oral cavity cancer	0.317537719396627	no	#4A74A9
Hepatitis B	Esophageal cancer	0.103714141217817	no	#4A74A9
Hepatitis B	Gastric cancer	0.106849142645513	no	#4A74A9
Hepatitis B	Liver cancer	0.102505556327402	no	#4A74A9
Hepatitis B	Pancreatic cancer	0.18684127434899	no	#4A74A9
Hepatitis B	Prostate cancer	0.108878851107543	no	#4A74A9
Hepatitis B	Kidney cancer	0.211578653877302	no	#4A74A9
Hepatitis B	Bladder cancer	0.254836323583686	no	#4A74A9
Hepatitis B	Brain cancer	0.0826642529292314	no	#4A74A9
Hepatitis B	Thyroid cancer	0.372778448000048	no	#4A74A9
Hepatitis B	T-cell lymphoma	0.202406071886548	no	#4A74A9
Hepatitis B	Myeloma	0.218278596410897	no	#4A74A9
Hepatitis B	Myeloid leukemia	-0.0642684373730512	no	#B64539
Hepatitis B	JMML	-0.109691165298721	no	#B64539
Hepatitis B	Polycythemia vera	0.250129352495124	no	#4A74A9
Hepatitis B	Myelodysplastic syndromes	0.0910653150772862	no	#4A74A9
Hepatitis B	Other neoplasms of uncertain behavior of lymphoid, hematopoietic and related tissue	0.324630073206459	no	#4A74A9
Hepatitis B	Thalassemia	0.0735743491318282	no	#4A74A9
Hepatitis B	Primary myelofibrosis	0.127939131543822	no	#4A74A9
Hepatitis B	Job's syndrome	0.134824361548736	no	#4A74A9
Hepatitis B	Sarcoidosis	0.396832990116253	no	#4A74A9
Hepatitis B	Type 1 diabetes mellitus	0.0786505697730571	no	#4A74A9
